text,label
Illegal Parking Blocked Crosswalk Street/Sidewalk 2505 OLINVILLE AVENUE OLINVILLE AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  3573 BRUCKNER BOULEVARD BRUCKNER BOULEVARD,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 106 STREET 106 STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  1205 PELHAM PARKWAY NORTH PELHAM PARKWAY NORTH,POOR_LIGHTING
Street Sign - Damaged St Name - Attached to Pole Street 1412 COMMONWEALTH AVENUE COMMONWEALTH AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 2042 HOBART AVENUE HOBART AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 130 EAST 77 STREET EAST 77 STREET,UNSAFE_CROSSWALK
Traffic Signal Condition Wireless   ,MISSING_SIGNAGE
Street Light Condition Street Light Out  801 CLERMONT AVENUE CLERMONT AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 1598 ST MARKS AVENUE ST MARKS AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  574 WEST END AVENUE WEST END AVENUE,POOR_LIGHTING
Street Sign - Missing Street Cleaning - ASP Street 32-09 112 PLACE 112 PLACE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 147-05 70 ROAD 70 ROAD,UNSAFE_CROSSWALK
Street Sign - Dangling Do Not Enter Street AVENUE V AVENUE V,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 2779 BATCHELDER STREET BATCHELDER STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 62-43 138 STREET 138 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 4004 NEW UTRECHT AVENUE NEW UTRECHT AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  314 EAST  100 STREET EAST  100 STREET,POOR_LIGHTING
Street Sign - Damaged Other/Unknown Street 107 DICTUM COURT DICTUM COURT,MISSING_SIGNAGE
Street Light Condition Street Light Out  657 VANDERBILT AVENUE VANDERBILT AVENUE,POOR_LIGHTING
Street Light Condition Lamppost Knocked Down  BELT PKWY BELT PKWY,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 43 AVENUE 43 AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Lamp Dim   ,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 401 WEST 145 STREET WEST 145 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 62 AVENUE 62 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 1255 PURITAN AVENUE PURITAN AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  164 SULLIVAN PLACE SULLIVAN PLACE,POOR_LIGHTING
Street Sign - Damaged Stop Street 182 SKILLMAN STREET SKILLMAN STREET,MISSING_SIGNAGE
Street Sign - Dangling Bus Stop Street 47-20 BROADWAY BROADWAY,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 301 WEST 30 STREET WEST 30 STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  33 ALBERTA AVENUE ALBERTA AVENUE,POOR_LIGHTING
Street Sign - Missing Stop Street HERKIMER STREET HERKIMER STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 2123 AVENUE Z AVENUE Z,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 78-11 KEW FOREST LANE KEW FOREST LANE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 401 EAST 11 STREET EAST 11 STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  3012 BARKLEY AVENUE BARKLEY AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  77 ELTINGE STREET ELTINGE STREET,POOR_LIGHTING
Street Light Condition Street Light Out  70 POILLON AVENUE POILLON AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  297 MAYFAIR DRIVE NORTH MAYFAIR DRIVE NORTH,POOR_LIGHTING
Street Light Condition Street Light Out  NICHOLAS N HEYWARD JR PARK NICHOLAS N HEYWARD JR PARK,POOR_LIGHTING
Traffic Drag Racing Street/Sidewalk 26-18 21 STREET 21 STREET,SPEEDING
Street Light Condition Street Light Out  CHELSEA STREET CHELSEA STREET,POOR_LIGHTING
Street Light Condition Street Light Out  80-25 57 STREET 57 STREET,POOR_LIGHTING
Street Light Condition Street Light Out  1272 EAST   54 STREET EAST   54 STREET,POOR_LIGHTING
Street Light Condition Street Light Out  144-08 133 AVENUE 133 AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  714 MANOR COURT MANOR COURT,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 779 EAST 3 STREET EAST 3 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk WEST 106 STREET WEST 106 STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  142 HENRY STREET HENRY STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 551 EAST 3 STREET EAST 3 STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Lamp Dim  270 5 STREET 5 STREET,POOR_LIGHTING
Street Light Condition Street Light Out  123 SENATOR STREET SENATOR STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 332 FOSTER AVENUE FOSTER AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 557 EAST 3 STREET EAST 3 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 937 60 STREET 60 STREET,UNSAFE_CROSSWALK
Traffic Drag Racing Street/Sidewalk 2260 BRONX PARK EAST BRONX PARK EAST,SPEEDING
Street Light Condition Street Light Out  78-03 151 AVENUE 151 AVENUE,POOR_LIGHTING
Street Light Condition Street Light Out  1786 LACOMBE AVENUE LACOMBE AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 2112 FREDERICK DOUGLASS BOULEVARD FREDERICK DOUGLASS BOULEVARD,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  60 STREET 60 STREET,POOR_LIGHTING
Street Light Condition Street Light Cycling  11 DONGAN PLACE DONGAN PLACE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk NAGLE AVENUE NAGLE AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 64-03 CATALPA AVENUE CATALPA AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 86-25 DEXTER COURT DEXTER COURT,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 6820 17 AVENUE 17 AVENUE,UNSAFE_CROSSWALK
Traffic Drag Racing Street/Sidewalk OCEAN PARKWAY OCEAN PARKWAY,SPEEDING
Street Light Condition Street Light Out  1911 WOODBINE STREET WOODBINE STREET,POOR_LIGHTING
Street Light Condition Street Light Out  4216 ROBINSON STREET ROBINSON STREET,POOR_LIGHTING
Street Light Condition Street Light Out  1401 BURKE AVENUE BURKE AVENUE,POOR_LIGHTING
Street Sign - Damaged St Name - Attached to Pole Street HUGH J GRANT CIRCLE HUGH J GRANT CIRCLE,MISSING_SIGNAGE
Street Sign - Damaged St Name - Attached to Pole Street 86 LUDLOW STREET LUDLOW STREET,MISSING_SIGNAGE
"Street Sign - Damaged No Parking, Standing, Stopping Street 140-38 POPLAR AVENUE POPLAR AVENUE",MISSING_SIGNAGE
Street Light Condition Lamppost Base Door/Cover Damaged   ,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 153 WEST 54 STREET WEST 54 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 46 NINTH STREET NINTH STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 9 STREET 9 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 6223 23 AVENUE 23 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 1154 FLUSHING AVENUE FLUSHING AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 1555 LINDEN BOULEVARD LINDEN BOULEVARD,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  50 JANSEN STREET JANSEN STREET,POOR_LIGHTING
Street Light Condition Street Light Out  34-50 87 STREET 87 STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 18 AVENUE 18 AVENUE,UNSAFE_CROSSWALK
Street Sign - Missing Other/Unknown Street 186 FRONT STREET FRONT STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 449 VANDERVOORT AVENUE VANDERVOORT AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  38 ADRIAN AVENUE ADRIAN AVENUE,POOR_LIGHTING
Street Light Condition Multiple St Lts Dayburning  WILLIAMSBRIDGE OVAL WILLIAMSBRIDGE OVAL,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 80-50 CYPRESS AVENUE CYPRESS AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 100 NORTH MOORE STREET NORTH MOORE STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk ASCAN AVENUE ASCAN AVENUE,UNSAFE_CROSSWALK
Street Sign - Missing Speed Limit Street 2424 BATCHELDER STREET BATCHELDER STREET,MISSING_SIGNAGE
Street Light Condition Street Light Out  778 TYSENS LANE TYSENS LANE,POOR_LIGHTING
Street Sign - Dangling Other/Unknown Street FRANCIS LEWIS BOULEVARD FRANCIS LEWIS BOULEVARD,MISSING_SIGNAGE
Street Light Condition Street Light Out  450 NEW JERSEY AVENUE NEW JERSEY AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 375 EAST 188 STREET EAST 188 STREET,UNSAFE_CROSSWALK
Street Sign - Damaged Other/Unknown Street LEFFERTS AVENUE LEFFERTS AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 4622 3 AVENUE 3 AVENUE,UNSAFE_CROSSWALK
"Street Sign - Missing No Parking, Standing, Stopping Street 77-15 19 ROAD 19 ROAD",MISSING_SIGNAGE
Street Light Condition Street Light Out  89-14 DESARC ROAD DESARC ROAD,POOR_LIGHTING
Street Light Condition Street Light Out  117-21 124 STREET 124 STREET,POOR_LIGHTING
Street Sign - Damaged Other/Unknown Street 1001 FOSTER AVENUE FOSTER AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 218-16 67 AVENUE 67 AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged Street Cleaning - ASP Street 1750 BATHGATE AVENUE BATHGATE AVENUE,MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street 923 FOSTER AVENUE FOSTER AVENUE,MISSING_SIGNAGE
"Street Sign - Missing No Parking, Standing, Stopping Street 72-14 CYPRESS HILLS STREET CYPRESS HILLS STREET",MISSING_SIGNAGE
Street Sign - Damaged Bus Stop Street 3936 BAILEY AVENUE BAILEY AVENUE,MISSING_SIGNAGE
Street Sign - Damaged One Way Street 132 JORALEMON STREET JORALEMON STREET,MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street 920 FOSTER AVENUE FOSTER AVENUE,MISSING_SIGNAGE
Street Sign - Damaged Bus Stop Street WEST 238 STREET WEST 238 STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk VERMONT STREET VERMONT STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  86 LAKE AVENUE LAKE AVENUE,POOR_LIGHTING
Traffic Signal Condition Ped Visor   ,MISSING_SIGNAGE
Street Sign - Dangling Street Cleaning - ASP Street 233 WYCKOFF STREET WYCKOFF STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 221 FORBELL STREET FORBELL STREET,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  571 FOX STREET FOX STREET,POOR_LIGHTING
Street Light Condition Street Light Out  2924 SUMMIT PLACE SUMMIT PLACE,POOR_LIGHTING
Street Light Condition Glassware Hanging   ,POOR_LIGHTING
Street Light Condition Lamppost Base Door/Cover Open   ,POOR_LIGHTING
Street Sign - Missing Other/Unknown Street 173-21 140 AVENUE 140 AVENUE,MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street 214 BEACH 3 STREET BEACH 3 STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 4302 NEW UTRECHT AVENUE NEW UTRECHT AVENUE,UNSAFE_CROSSWALK
"Street Sign - Dangling No Parking, Standing, Stopping Street 106-20 SHOREFRONT PARKWAY SHOREFRONT PARKWAY",MISSING_SIGNAGE
Street Sign - Damaged Other/Unknown Street WOODPOINT ROAD WOODPOINT ROAD,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 25-33 22 STREET 22 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 421 WEST 145 STREET WEST 145 STREET,UNSAFE_CROSSWALK
"Street Sign - Missing No Parking, Standing, Stopping Street 39 SOUTH STREET SOUTH STREET",MISSING_SIGNAGE
Street Light Condition Multiple Street Lights Out  FORT WASHINGTON PARK FORT WASHINGTON PARK,POOR_LIGHTING
Street Light Condition Street Light Out  HUDSON RIVER HUDSON RIVER,POOR_LIGHTING
Street Light Condition Multiple Street Lights Out  HUDSON RIVER HUDSON RIVER,POOR_LIGHTING
Street Light Condition Street Light Out  SAKURA PARK SAKURA PARK,POOR_LIGHTING
Street Light Condition Multiple Street Lights Out  RIVERSIDE DR PARKS RIVERSIDE DR PARKS,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 73-13 57 ROAD 57 ROAD,UNSAFE_CROSSWALK
Street Light Condition Fixture/Luminaire Damaged   ,POOR_LIGHTING
Street Light Condition Street Light Out  459 STOCKHOLM STREET STOCKHOLM STREET,POOR_LIGHTING
Street Light Condition Multiple Street Lights Out  MADISON SQUARE GARDEN MADISON SQUARE GARDEN,POOR_LIGHTING
Street Light Condition Multiple Street Lights Out  DR GERTRUDE B KELLY PLGD DR GERTRUDE B KELLY PLGD,POOR_LIGHTING
Street Light Condition Multiple Street Lights Out  CHELSEA PARK CHELSEA PARK,POOR_LIGHTING
Street Light Condition Multiple Street Lights Out  DE WITT CLINTON PARK DE WITT CLINTON PARK,POOR_LIGHTING
Street Light Condition Multiple Street Lights Out  RAMON APONTE PARK RAMON APONTE PARK,POOR_LIGHTING
Street Light Condition Street Light Out  MATTHEWS PALMER PLGD MATTHEWS PALMER PLGD,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 1116 AVENUE X AVENUE X,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 134 MABEL WAYNE PLACE MABEL WAYNE PLACE,UNSAFE_CROSSWALK
Street Sign - Damaged Other/Unknown Street 250 BERRY STREET BERRY STREET,MISSING_SIGNAGE
Street Light Condition Street Light Out  105 RUTLAND ROAD RUTLAND ROAD,POOR_LIGHTING
Street Light Condition Street Light Out  147 LUDLOW STREET LUDLOW STREET,POOR_LIGHTING
Street Light Condition Fixture/Luminaire Damaged  1436 ALLERTON AVENUE ALLERTON AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 2567 POE PLACE POE PLACE,UNSAFE_CROSSWALK
Street Sign - Damaged Stop Street 1295 GRAND CONCOURSE GRAND CONCOURSE,MISSING_SIGNAGE
Street Sign - Damaged Bus Stop Street RIVERDALE AVENUE RIVERDALE AVENUE,MISSING_SIGNAGE
Street Light Condition Street Light Out  -999 81 STREET 81 STREET,POOR_LIGHTING
Street Sign - Damaged Stop Street 175 CLAREMONT AVENUE CLAREMONT AVENUE,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 29-24 23 ROAD 23 ROAD,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk BEDFORD AVENUE BEDFORD AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 140 WEST 55 STREET WEST 55 STREET,UNSAFE_CROSSWALK
"Street Sign - Damaged No Parking, Standing, Stopping Street 64-28 METROPOLITAN AVENUE METROPOLITAN AVENUE",MISSING_SIGNAGE
Street Light Condition Street Light Cycling  82-15 BELL BOULEVARD BELL BOULEVARD,POOR_LIGHTING
"Street Sign - Dangling No Parking, Standing, Stopping Street 427 MANOR ROAD MANOR ROAD",MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk ARLENE STREET ARLENE STREET,UNSAFE_CROSSWALK
Street Sign - Missing Speed Limit Street 2985 AVENUE X AVENUE X,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 72-42 CALDWELL AVENUE CALDWELL AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 56-03 UTOPIA PARKWAY UTOPIA PARKWAY,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 2 PROSPECT PLACE PROSPECT PLACE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 640 FIFTH AVENUE FIFTH AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  1501 CORTELYOU ROAD CORTELYOU ROAD,POOR_LIGHTING
Street Sign - Dangling Bus Stop Street SHELL ROAD SHELL ROAD,MISSING_SIGNAGE
Street Sign - Missing Other/Unknown Street 30-35 WHITE PLACE WHITE PLACE,MISSING_SIGNAGE
Traffic Signal Condition Warning Buzzer   ,MISSING_SIGNAGE
Traffic Chronic Speeding Street/Sidewalk 58-21 43 AVENUE 43 AVENUE,SPEEDING
Illegal Parking Blocked Crosswalk Street/Sidewalk 78-01 35 AVENUE 35 AVENUE,UNSAFE_CROSSWALK
Street Light Condition Lamppost Missing  427 WEST  147 STREET WEST  147 STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 61 BROADWAY BROADWAY,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 71-30 BEACH CHANNEL DRIVE BEACH CHANNEL DRIVE,UNSAFE_CROSSWALK
Street Sign - Damaged Bus Stop Street WEST 181 STREET WEST 181 STREET,MISSING_SIGNAGE
Street Light Condition Multiple Street Lights Out  BKLYN QUEENS EXPY BKLYN QUEENS EXPY,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 535 MARCY AVENUE MARCY AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged Other/Unknown Street 511 EAST 20 STREET EAST 20 STREET,MISSING_SIGNAGE
Street Sign - Dangling Other/Unknown Street 3153 BROADWAY BROADWAY,MISSING_SIGNAGE
Street Sign - Dangling Other/Unknown Street 315 EAST 47 STREET EAST 47 STREET,MISSING_SIGNAGE
Street Light Condition Street Light Out  CHERRY CLINTON PLGD CHERRY CLINTON PLGD,POOR_LIGHTING
Traffic Truck Route Violation Street/Sidewalk 9 AVENUE 9 AVENUE,OTHER
Illegal Parking Blocked Crosswalk Street/Sidewalk 72-44 CALDWELL AVENUE CALDWELL AVENUE,UNSAFE_CROSSWALK
Street Sign - Damaged Other/Unknown Street 133-47 41 ROAD 41 ROAD,MISSING_SIGNAGE
Street Light Condition Street Light Out  GRAND STREET GRAND STREET,POOR_LIGHTING
Street Light Condition Street Light Out  QUEENSBORO BRIDGE QUEENSBORO BRIDGE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 155 ELMIRA LOOP ELMIRA LOOP,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 735 RUGBY ROAD RUGBY ROAD,UNSAFE_CROSSWALK
Street Sign - Missing Other/Unknown Street FRANCIS LEWIS BOULEVARD FRANCIS LEWIS BOULEVARD,MISSING_SIGNAGE
Street Light Condition Street Light Out  GRAND ST GRAND ST,POOR_LIGHTING
Street Sign - Dangling One Way Street 2227 WEST 1 STREET WEST 1 STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 3404 BRUNER AVENUE BRUNER AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  123 WEST   20 STREET WEST   20 STREET,POOR_LIGHTING
Street Light Condition Lamppost Base Door/Cover Open  HINTON PARK HINTON PARK,POOR_LIGHTING
Street Light Condition Street Light Out  FATHER DEMO SQR FATHER DEMO SQR,POOR_LIGHTING
Street Light Condition Street Light Out  BLEECKER ST BLEECKER ST,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 5615 ARLINGTON AVENUE ARLINGTON AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 9824 AVENUE M AVENUE M,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 4360 BOYD AVENUE BOYD AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 608 PACIFIC STREET PACIFIC STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 1000 NEILL AVENUE NEILL AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  69 WADSWORTH AVENUE WADSWORTH AVENUE,POOR_LIGHTING
Street Sign - Damaged Street Cleaning - ASP Street 567 FOX STREET FOX STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 163 DIVISION AVENUE DIVISION AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 144 WEST 54 STREET WEST 54 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 56 LEWIS AVENUE LEWIS AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk SHALER AVENUE SHALER AVENUE,UNSAFE_CROSSWALK
Traffic Congestion/Gridlock Street/Sidewalk SCHENECTADY AVENUE SCHENECTADY AVENUE,OTHER
Street Light Condition Street Light Out  1060 EAST   24 STREET EAST   24 STREET,POOR_LIGHTING
Traffic Congestion/Gridlock Street/Sidewalk CONEY ISLAND AVENUE CONEY ISLAND AVENUE,OTHER
Illegal Parking Blocked Crosswalk Street/Sidewalk 61-60 GATES AVENUE GATES AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 74-30 COMMONWEALTH BOULEVARD COMMONWEALTH BOULEVARD,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 895 WEST END AVENUE WEST END AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 73-03 57 ROAD 57 ROAD,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk EAST 182 STREET EAST 182 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 890 WEST END AVENUE WEST END AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 42-33 24 STREET 24 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 64-59 60 AVENUE 60 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 331 BEACH 35 STREET BEACH 35 STREET,UNSAFE_CROSSWALK
Street Sign - Dangling Street Cleaning - ASP Street 565 LINWOOD STREET LINWOOD STREET,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk 240 EAST 69 STREET EAST 69 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 177 33 STREET 33 STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 154-02 19 AVENUE 19 AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  48 WARD AVENUE WARD AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 4930 20 AVENUE 20 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 301 UNION AVENUE UNION AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 7101 19 AVENUE 19 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 276 CHESTNUT STREET CHESTNUT STREET,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 97 4 AVENUE 4 AVENUE,UNSAFE_CROSSWALK
Traffic Signal Condition CMU Communication   ,MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk BEACH 35 STREET BEACH 35 STREET,UNSAFE_CROSSWALK
"Street Sign - Missing No Parking, Standing, Stopping Street 2660 3 AVENUE 3 AVENUE",MISSING_SIGNAGE
Street Sign - Missing Other/Unknown Street 3 AVENUE 3 AVENUE,MISSING_SIGNAGE
Street Sign - Damaged School Crossing Street 58-74 57 STREET 57 STREET,MISSING_SIGNAGE
Street Light Condition Street Light Out  71 COLUMBIA HEIGHTS COLUMBIA HEIGHTS,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 61-47 GATES AVENUE GATES AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  CADMAN PLAZA CADMAN PLAZA,POOR_LIGHTING
Street Light Condition Street Light Out  COLUMBUS PARK COLUMBUS PARK,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk FRANKLIN AVENUE FRANKLIN AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 43 DONGAN AVENUE DONGAN AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 92-01 95 AVENUE 95 AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 74-26 JAMAICA AVENUE JAMAICA AVENUE,UNSAFE_CROSSWALK
Illegal Parking Blocked Crosswalk Street/Sidewalk 47-50 59 PLACE 59 PLACE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  201 LITTLE CLOVE ROAD LITTLE CLOVE ROAD,POOR_LIGHTING
"Street Sign - Damaged No Parking, Standing, Stopping Street 307 WEST 26 STREET WEST 26 STREET",MISSING_SIGNAGE
Illegal Parking Blocked Crosswalk Street/Sidewalk SPENCER AVENUE SPENCER AVENUE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  1514 COLEMAN STREET COLEMAN STREET,POOR_LIGHTING
Street Light Condition Street Light Out  687 WEST  204 STREET WEST  204 STREET,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 50-34 68 STREET 68 STREET,UNSAFE_CROSSWALK
Traffic Drag Racing Street/Sidewalk 116-20 130 STREET 130 STREET,SPEEDING
Illegal Parking Blocked Crosswalk Street/Sidewalk 122-20 OCEAN PROMENADE OCEAN PROMENADE,UNSAFE_CROSSWALK
Street Light Condition Street Light Out  857 MARCY AVENUE MARCY AVENUE,POOR_LIGHTING
Illegal Parking Blocked Crosswalk Street/Sidewalk 1795 PATTERSON AVENUE PATTERSON AVENUE,UNSAFE_CROSSWALK
